OBS	AUSTRUS	BRITPUS	CDNDLUS	DTCHGUS	FRNFRUS	GERMDUS	JAPYNUS	SWISFUS
9/18/1995	1.324503311	0.64683053	1.3635	1.6651	5.1125	1.486	103.55	1.2105
9/19/1995	1.315616366	0.64683053	1.3588	1.6643	5.1105	1.4854	104.2	1.2025
9/20/1995	1.321877065	0.644122383	1.361	1.6437	5.057	1.4672	103.25	1.1785
9/21/1995	1.326611833	0.637145588	1.3575	1.6076	4.9495	1.435	100.1	1.1453
9/22/1995	1.341381623	0.633111744	1.3525	1.5815	4.905	1.411	98.5	1.1355
9/25/1995	1.33457894	0.636334712	1.3464	1.6004	4.947	1.4277	99.88	1.1495
9/26/1995	1.337971635	0.636618284	1.346	1.5998	4.952	1.4378	100.83	1.162
9/27/1995	1.336005344	0.636051393	1.3495	1.5988	4.916	1.4271	100.17	1.152
9/28/1995	1.328903654	0.632711167	1.351	1.5924	4.9075	1.4219	99.73	1.147
9/29/1995	1.323626737	0.633111744	1.3445	1.6009	4.925	1.4295	99.1	1.156
10/02/1995	1.312335958	0.62857502	1.3394	1.6005	4.932	1.4291	100.72	1.1507
10/03/1995	1.305823975	0.632591093	1.3285	1.6139	4.9705	1.441	101.65	1.161
10/04/1995	1.310444241	0.631432721	1.3312	1.6051	4.9575	1.4332	100.73	1.1517
10/05/1995	1.316135825	0.631313131	1.3355	1.5983	4.95	1.427	100.25	1.1467
10/06/1995	1.313715187	0.632431065	1.3318	1.5977	4.9985	1.426	100.85	1.148
10/09/1995								
10/10/1995	1.318913216	0.63379389	1.3358	1.59	4.962	1.4188	100.64	1.148
10/11/1995	1.310959622	0.635727908	1.3375	1.5972	4.966	1.4255	100.9	1.1555
10/12/1995	1.315270288	0.635525898	1.3388	1.5926	4.954	1.4218	100.28	1.1532
10/13/1995	1.317523057	0.635930048	1.3374	1.6022	4.979	1.4308	100.8	1.1585
10/16/1995	1.322751323	0.634920635	1.3375	1.5908	4.956	1.4206	100.45	1.1495
10/17/1995	1.321003963	0.635324015	1.3387	1.5845	4.9655	1.4145	100.33	1.1485
10/18/1995	1.325381047	0.637145588	1.3391	1.5931	4.987	1.422	100.62	1.1543
10/19/1995	1.329787234	0.635930048	1.337	1.5813	4.953	1.4113	100.59	1.1505
10/20/1995	1.33386688	0.63455803	1.35	1.567	4.922	1.3988	100.25	1.1415
10/23/1995	1.336898396	0.632911392	1.3685	1.5525	4.8865	1.3855	99.7	1.126
10/24/1995	1.338508901	0.632511069	1.3705	1.5538	4.8805	1.3869	100.17	1.1307
10/25/1995	1.336005344	0.633111744	1.3665	1.5615	4.899	1.3935	101.27	1.135
10/26/1995	1.323977228	0.635324015	1.366	1.5722	4.925	1.4027	101.8	1.139
10/27/1995	1.326259947	0.633111744	1.3704	1.5697	4.872	1.4008	101.71	1.1325
10/30/1995	1.314060447	0.633914422	1.362	1.5739	4.883	1.404	101.65	1.134
10/31/1995	1.313197636	0.632631113	1.3401	1.5785	4.886	1.4074	102.26	1.136
11/01/1995	1.315270288	0.63379389	1.3478	1.5858	4.917	1.415	103.07	1.1395
11/02/1995	1.318391562	0.632391071	1.3428	1.589	4.9	1.418	103.59	1.1415
11/03/1995	1.319261214	0.632711167	1.3477	1.5856	4.8875	1.4151	103.88	1.1375
11/06/1995	1.328021248	0.63319192	1.3515	1.5843	4.901	1.414	103.2	1.1392
11/07/1995	1.32837407	0.63379389	1.359	1.5879	4.888	1.4176	103.18	1.1395
11/08/1995	1.332800213	0.632711167	1.3575	1.5877	4.881	1.4175	102.5	1.1435
11/09/1995	1.359064963	0.63315183	1.356	1.5813	4.87	1.412	100.75	1.1387
11/10/1995	1.355380862	0.634799721	1.3523	1.582	4.872	1.4125	100.95	1.1355
11/13/1995	1.35501355	0.642880103	1.351	1.5889	4.8915	1.4186	101.7	1.143
11/14/1995	1.35098622	0.64082025	1.3537	1.584	4.8765	1.414	101.68	1.14
11/15/1995	1.360544218	0.641848524	1.3557	1.5715	4.843	1.4025	100.9	1.1347
11/16/1995	1.350438893	0.642756138	1.356	1.5799	4.865	1.41	102.15	1.142
11/17/1995	1.350438893	0.644953241	1.3521	1.5705	4.841	1.402	102.03	1.1353
11/20/1995	1.345170837	0.645369474	1.3515	1.5792	4.861	1.41	101.35	1.139
11/21/1995	1.341201717	0.641724957	1.353	1.579	4.8655	1.4098	101.63	1.1389
11/22/1995	1.349345567	0.638977636	1.353	1.574	4.851	1.4058	100.5	1.1345
11/23/1995								
11/24/1995	1.351351351	0.641025641	1.3542	1.5887	4.878	1.4183	101.5	1.1435
11/27/1995	1.350438893	0.644953241	1.3523	1.6096	4.925	1.437	101.8	1.159
11/28/1995	1.333333333	0.645994832	1.3565	1.6036	4.911	1.4315	101.12	1.1545
11/29/1995	1.336005344	0.650068257	1.3585	1.6085	4.934	1.4357	101.46	1.1629
11/30/1995	1.346982759	0.653509345	1.3587	1.6201	4.993	1.4468	101.8	1.1755
12/01/1995	1.356483993	0.651041667	1.366	1.617	4.988	1.444	101.2	1.174
12/04/1995	1.352082207	0.651041667	1.3662	1.612	5	1.4385	101.05	1.1686
12/05/1995	1.354279523	0.648929267	1.3672	1.6086	4.969	1.437	101.42	1.168
12/06/1995	1.352265044	0.648424329	1.3658	1.6168	4.97	1.4449	101.37	1.169
12/07/1995	1.353179973	0.651338501	1.3685	1.6173	4.9705	1.4435	101.4	1.1685
12/08/1995	1.355564593	0.652358275	1.3756	1.62	4.982	1.4465	100.95	1.1687
12/11/1995	1.358695652	0.651550691	1.3802	1.6165	4.983	1.444	101.07	1.1693
12/12/1995	1.350438893	0.653039901	1.3774	1.6215	5.003	1.4488	101.85	1.1751
12/13/1995	1.343363783	0.652528548	1.3764	1.6242	5.0265	1.4505	101.75	1.178
12/14/1995	1.355197181	0.648929267	1.3745	1.612	4.9635	1.4407	101.5	1.1637
12/15/1995	1.349527665	0.649561546	1.3745	1.6153	4.9615	1.4425	102.14	1.165
12/18/1995	1.350438893	0.64977258	1.3761	1.6035	4.93	1.431	101.7	1.1485
12/19/1995	1.349892009	0.648508431	1.377	1.6093	4.943	1.4385	101.85	1.1535
12/20/1995	1.349527665	0.650491121	1.3675	1.6155	4.955	1.4419	102	1.1567
12/21/1995	1.348617667	0.649857031	1.362	1.6122	4.937	1.4399	101.81	1.1575
12/22/1995	1.352265044	0.648298217	1.3637	1.6105	4.934	1.4386	102.6	1.1592
12/25/1995								
12/26/1995	1.351351351	0.642880103	1.3613	1.6045	4.911	1.4335	102.38	1.156
12/27/1995	1.337255951	0.641025641	1.3601	1.602	4.8855	1.431	102.8	1.153
12/28/1995	1.342281879	0.64977258	1.3605	1.6111	4.92	1.442	102.87	1.1565
12/29/1995	1.345532831	0.643707757	1.3655	1.6035	4.8975	1.4345	103.28	1.154
1/01/1996								
1/02/1996	1.34535181	0.642467074	1.3577	1.6075	4.9025	1.4354	103.92	1.1573
1/03/1996	1.336005344	0.644454469	1.353	1.6128	4.918	1.441	104.35	1.1605
1/04/1996	1.341741581	0.646705038	1.3541	1.629	4.9625	1.4542	106.41	1.1737
1/05/1996	1.337792642	0.644329897	1.3573	1.6106	4.923	1.4386	105.13	1.1605
1/08/1996	1.338150676	0.645369474	1.3609	1.613	4.937	1.4396	105.8	1.1631
1/09/1996	1.342822613	0.646203554	1.3616	1.6153	4.942	1.4422	104.9	1.1658
1/10/1996	1.338867318	0.64699793	1.3649	1.614	4.932	1.4411	105.28	1.1635
1/11/1996	1.339584729	0.647458725	1.3645	1.613	4.942	1.44	104.8	1.1617
1/12/1996	1.343183345	0.645702848	1.3625	1.6132	4.938	1.4405	105.07	1.1605
1/15/1996								
1/16/1996	1.345713901	0.650195059	1.3667	1.6342	4.991	1.4593	105.88	1.1755
1/17/1996	1.351351351	0.655522779	1.369	1.6415	5.01	1.466	105.38	1.1847
1/18/1996	1.353363107	0.656685054	1.364	1.6453	5.025	1.4695	105.44	1.1866
1/19/1996	1.359619307	0.662558802	1.3652	1.656	5.0535	1.4815	105.4	1.1942
1/22/1996	1.366493577	0.660720185	1.369	1.6543	5.0495	1.477	105.76	1.1886
1/23/1996	1.360544218	0.660720185	1.371	1.6585	5.0745	1.4815	105.8	1.192
1/24/1996	1.358880283	0.662602703	1.3705	1.663	5.086	1.485	106.92	1.1936
1/25/1996	1.356852103	0.663349917	1.3768	1.6655	5.1005	1.4875	106.9	1.1953
1/26/1996	1.354646437	0.665335995	1.3822	1.67	5.124	1.4909	106.6	1.2079
1/29/1996	1.351351351	0.663878377	1.3815	1.6622	5.108	1.4845	106.8	1.208
1/30/1996	1.348254011	0.665026269	1.3775	1.668	5.117	1.489	107.29	1.2133
1/31/1996	1.34354427	0.662427133	1.3743	1.667	5.109	1.4895	106.95	1.2123
2/01/1996	1.337971635	0.660851176	1.3738	1.6726	5.124	1.493	107.08	1.2195
2/02/1996	1.323276432	0.658327847	1.3749	1.6615	5.102	1.486	106.7	1.218
2/05/1996	1.324678765	0.651380928	1.378	1.6423	5.0455	1.4663	105.02	1.197
2/06/1996	1.325029813	0.649266329	1.3735	1.6502	5.068	1.4732	105.54	1.2022
2/07/1996	1.327140013	0.650829808	1.3667	1.6555	5.076	1.4789	106.2	1.2088
2/08/1996	1.320132013	0.65044881	1.3697	1.652	5.074	1.4757	106.9	1.2055
2/09/1996	1.325381047	0.65282674	1.3725	1.6555	5.0785	1.479	107.1	1.2085
2/12/1996	1.325732467	0.653253201	1.3728	1.6477	5.0635	1.4728	106.67	1.2015
2/13/1996	1.327668614	0.651890482	1.3722	1.6545	5.0845	1.4779	106.93	1.207
2/14/1996	1.322926313	0.65057576	1.3789	1.643	5.058	1.4674	106.77	1.1981
2/15/1996	1.323626737	0.64998375	1.3792	1.6465	5.064	1.47	106.18	1.1995
2/16/1996	1.324503311	0.645702848	1.382	1.634	5.0285	1.46	105.35	1.1879
2/19/1996								
2/20/1996	1.323977228	0.647458725	1.3815	1.628	5.01	1.453	106.1	1.1845
2/21/1996	1.331557923	0.648298217	1.3788	1.6268	5.0115	1.4539	105.25	1.1867
2/22/1996	1.325381047	0.647878199	1.3757	1.625	5.0012	1.4506	104.95	1.1815
2/23/1996	1.322751323	0.648929267	1.3772	1.62	4.9655	1.445	104.73	1.1728
2/26/1996	1.322051824	0.649350649	1.3752	1.622	4.9785	1.4483	104.33	1.1785
2/27/1996	1.319087192	0.649434992	1.3745	1.625	4.984	1.4511	104.37	1.182
2/28/1996	1.309414692	0.652103032	1.3745	1.6409	5.021	1.4656	104.47	1.1953
2/29/1996	1.308386759	0.652741514	1.3728	1.6458	5.0425	1.4703	105.12	1.199
3/01/1996	1.312680494	0.654750213	1.371	1.6547	5.072	1.4785	105.7	1.2053
3/04/1996	1.315443304	0.654278985	1.3716	1.6535	5.0615	1.4765	105.05	1.2022
3/05/1996	1.315789474	0.654022237	1.3721	1.6528	5.055	1.4752	105.1	1.1998
3/06/1996	1.311991603	0.654022237	1.3717	1.6523	5.056	1.4762	105.37	1.2009
3/07/1996	1.31147541	0.653594771	1.3708	1.6563	5.066	1.4793	105.25	1.2018
3/08/1996	1.302422506	0.656167979	1.3668	1.666	5.0915	1.4877	105.94	1.2062
3/11/1996	1.302083333	0.656254102	1.367	1.658	5.071	1.4805	105.35	1.2016
3/12/1996	1.298701299	0.657332545	1.3679	1.6545	5.059	1.4779	105.54	1.197
3/13/1996	1.292490629	0.65681445	1.368	1.6505	5.053	1.4748	105.29	1.1915
3/14/1996	1.291989664	0.656555709	1.3678	1.6504	5.052	1.4742	105.48	1.19
3/15/1996	1.292991983	0.655737705	1.364	1.651	5.0525	1.4742	105.87	1.1892
3/18/1996	1.292991983	0.653594771	1.3596	1.6522	5.052	1.4765	106.02	1.1913
3/19/1996	1.291655903	0.652443401	1.3591	1.6515	5.0425	1.4757	106.26	1.1914
3/20/1996	1.290322581	0.650364204	1.3599	1.65	5.049	1.4733	106.44	1.191
3/21/1996	1.285347044	0.651041667	1.3613	1.6544	5.0673	1.4776	106.72	1.1953
3/22/1996	1.287166946	0.652145559	1.3622	1.6525	5.0675	1.4765	106.8	1.1945
3/25/1996	1.292824822	0.656598818	1.3627	1.6545	5.063	1.4787	106.19	1.1928
3/26/1996	1.294498382	0.656167979	1.3636	1.6522	5.051	1.4766	106.39	1.1923
3/27/1996	1.285512277	0.658718135	1.3635	1.663	5.0695	1.4868	106.64	1.1993
3/28/1996	1.278608874	0.656211037	1.3635	1.6513	5.0375	1.476	106.34	1.1905
3/29/1996	1.279590531	0.65522212	1.3635	1.652	5.0365	1.4766	107	1.1897
4/01/1996	1.275510204	0.655995802	1.3548	1.6582	5.053	1.4825	107.53	1.1948
4/02/1996	1.27844541	0.655823715	1.3559	1.6569	5.051	1.4814	107.48	1.193
4/03/1996	1.280409731	0.655307995	1.357	1.654	5.05	1.4795	106.94	1.1946
4/04/1996	1.280409731	0.653808434	1.3579	1.6532	5.036	1.4807	107.09	1.1937
4/05/1996	1.275835672	0.654150585	1.3569	1.657	5.059	1.4843	107.67	1.197
4/08/1996	1.277139208	0.653167864	1.3582	1.6495	5.035	1.4772	107.42	1.192
4/09/1996	1.272102786	0.656038837	1.3588	1.6659	5.079	1.4927	108.18	1.2058
4/10/1996	1.268552582	0.661594443	1.3573	1.677	5.1	1.5007	108.56	1.2178
4/11/1996	1.26630366	0.661157025	1.3566	1.6797	5.106	1.503	108.52	1.2115
4/12/1996	1.265822785	0.661244462	1.3565	1.6809	5.1105	1.504	108.67	1.2262
4/15/1996	1.265502404	0.662910176	1.3563	1.6873	5.1255	1.5105	108.36	1.2306
4/16/1996	1.26984127	0.663525977	1.3575	1.688	5.131	1.5109	108.28	1.2315
4/17/1996	1.273560876	0.663570007	1.3565	1.6835	5.1185	1.5065	108.27	1.226
4/18/1996	1.279590531	0.662251656	1.3615	1.6865	5.1125	1.5077	107.1	1.2225
4/19/1996	1.279590531	0.6592827	1.3619	1.6863	5.109	1.507	107.1	1.2225
4/22/1996	1.271455817	0.661725781	1.3624	1.6955	5.13	1.5158	106.7	1.2275
4/23/1996	1.2667849	0.659587098	1.3623	1.699	5.132	1.5194	106.59	1.2295
4/24/1996	1.274697259	0.660589246	1.362	1.7028	5.139	1.5219	106.77	1.2326
4/25/1996	1.268230818	0.661069611	1.3645	1.7117	5.1635	1.5293	106.47	1.2359
4/26/1996	1.268552582	0.662120109	1.363	1.7107	5.1592	1.5285	105.54	1.236
4/29/1996	1.270648031	0.662514907	1.3628	1.704	5.1415	1.523	104.52	1.2332
4/30/1996	1.273236567	0.664451827	1.3615	1.714	5.1665	1.5302	104.63	1.2415
5/01/1996	1.266464032	0.668985818	1.3626	1.717	5.1785	1.5345	105.08	1.2497
5/02/1996	1.257703434	0.665335995	1.3625	1.7125	5.1665	1.5298	104.49	1.2445
5/03/1996	1.257071025	0.664805212	1.3631	1.706	5.162	1.5267	104.83	1.242
5/06/1996	1.256597135	0.663481953	1.3658	1.7041	5.158	1.5267	104.93	1.2455
5/07/1996	1.25250501	0.661157025	1.3665	1.7003	5.146	1.5217	104.97	1.2402
5/08/1996	1.249219238	0.657246139	1.3682	1.6942	5.127	1.5162	105.15	1.2334
5/09/1996	1.252661907	0.657030223	1.368	1.6952	5.142	1.5165	104.8	1.2355
5/10/1996	1.24595066	0.656900742	1.3666	1.7067	5.17	1.5275	105.5	1.2476
5/13/1996	1.248127808	0.660283922	1.3686	1.7128	5.184	1.5323	104.96	1.2492
5/14/1996	1.247349383	0.660109578	1.3692	1.7158	5.1955	1.535	105.8	1.2511
5/15/1996	1.248907206	0.660938533	1.3685	1.7138	5.191	1.5324	106.85	1.2533
5/16/1996	1.247660636	0.660807507	1.368	1.717	5.197	1.5348	106.67	1.258
5/17/1996	1.25	0.660066007	1.37	1.708	5.1775	1.5279	106.53	1.2546
5/20/1996	1.258653241	0.660938533	1.3737	1.7145	5.1935	1.5343	107.14	1.2625
5/21/1996	1.26135217	0.661594443	1.3725	1.723	5.219	1.5415	107	1.2673
5/22/1996	1.258970162	0.662120109	1.3726	1.7225	5.215	1.5395	107.04	1.266
5/23/1996	1.260239445	0.660763843	1.3753	1.723	5.216	1.5405	106.78	1.2637
5/24/1996	1.263583523	0.661813369	1.3746	1.7264	5.223	1.544	107.9	1.267
5/27/1996								
5/28/1996	1.258653241	0.661069611	1.3765	1.7315	5.236	1.5477	108.7	1.274
5/29/1996	1.252661907	0.657418973	1.3718	1.7283	5.23	1.5445	108.77	1.271
5/30/1996	1.256755058	0.651678071	1.3685	1.715	5.1875	1.5325	107.65	1.2586
5/31/1996	1.253132832	0.645369474	1.3704	1.7085	5.167	1.5265	107.99	1.251
6/03/1996	1.248439451	0.644537544	1.3692	1.712	5.1775	1.5285	108.37	1.2515
6/04/1996	1.251564456	0.645786245	1.3691	1.7157	5.188	1.5327	109.2	1.2582
6/05/1996	1.261034048	0.646245315	1.366	1.713	5.188	1.5313	108.84	1.2574
6/06/1996	1.273074475	0.64913989	1.3646	1.7148	5.192	1.5325	109.26	1.261
6/07/1996	1.263583523	0.648929267	1.3669	1.7172	5.199	1.5344	109.23	1.2668
6/10/1996	1.260239445	0.652656311	1.364	1.7182	5.1975	1.5343	109.07	1.2663
6/11/1996	1.262785705	0.651253663	1.3656	1.721	5.2075	1.5369	109.5	1.2679
6/12/1996	1.265022138	0.651678071	1.3668	1.7196	5.206	1.5356	109.47	1.2644
6/13/1996	1.262626263	0.652741514	1.369	1.7179	5.202	1.5332	108.85	1.259
6/14/1996	1.26246686	0.651126449	1.3665	1.7074	5.1715	1.5247	108.87	1.253
6/17/1996	1.262626263	0.647249191	1.3664	1.6995	5.149	1.5168	108.85	1.2485
6/18/1996	1.26710593	0.647878199	1.369	1.6982	5.1455	1.5158	108.04	1.2491
6/19/1996	1.269680041	0.647962159	1.3682	1.705	5.161	1.5213	108.05	1.2535
6/20/1996	1.268230818	0.648592554	1.3676	1.7075	5.164	1.5229	108.1	1.2541
6/21/1996	1.265022138	0.650068257	1.3655	1.7173	5.1925	1.5319	109.1	1.2637
6/24/1996	1.265342275	0.649350649	1.3618	1.7153	5.189	1.5304	108.94	1.2618
6/25/1996	1.26486213	0.64913989	1.36	1.7155	5.186	1.5299	109.03	1.2615
6/26/1996	1.264062698	0.648760867	1.3613	1.713	5.1662	1.5277	109.5	1.259
6/27/1996	1.267427123	0.646746863	1.3628	1.7065	5.1485	1.5223	109.45	1.2515
6/28/1996	1.272912424	0.643956469	1.3657	1.706	5.144	1.521	109.48	1.2505
7/01/1996	1.270325203	0.643293664	1.3635	1.709	5.153	1.524	109.56	1.2495
7/02/1996	1.277628721	0.641724957	1.3637	1.711	5.159	1.5255	110.1	1.2513
7/03/1996	1.279918085	0.641560275	1.361	1.707	5.1485	1.5227	110.31	1.253
7/04/1996								
7/05/1996	1.256281407	0.644246875	1.3683	1.717	5.1745	1.532	110.95	1.266
7/08/1996	1.260398286	0.643915003	1.3711	1.7155	5.1745	1.5288	110.94	1.2635
7/09/1996	1.262307498	0.645369474	1.3695	1.7108	5.16	1.5245	110.28	1.2612
7/10/1996	1.253918495	0.64499484	1.369	1.7125	5.1647	1.526	110.18	1.2645
7/11/1996	1.252818842	0.642880103	1.3704	1.708	5.1465	1.521	110.18	1.257
7/12/1996	1.254233037	0.644122383	1.3695	1.7083	5.1515	1.5215	110.69	1.258
7/15/1996	1.258178158	0.64516129	1.3695	1.7065	5.1505	1.5202	110.45	1.2559
7/16/1996	1.263902932	0.641642605	1.3717	1.673	5.046	1.4895	109.15	1.2207
7/17/1996	1.26984127	0.648004147	1.3726	1.6664	5.029	1.4848	108.62	1.2115
7/18/1996	1.262626263	0.646036566	1.3678	1.6673	5.037	1.4855	107.93	1.2145
7/19/1996	1.26486213	0.646579594	1.3674	1.67	5.042	1.4892	108.22	1.2165
7/22/1996	1.263104711	0.644662197	1.3676	1.665	5.019	1.4835	107.5	1.2075
7/23/1996	1.264062698	0.644537544	1.3715	1.6725	5.0435	1.49	108.09	1.213
7/24/1996	1.263902932	0.644122383	1.372	1.673	5.051	1.49	108.29	1.2138
7/25/1996	1.269035533	0.642178269	1.3726	1.6618	5.016	1.4799	108.38	1.208
7/26/1996	1.270163851	0.643293664	1.3746	1.6655	5.034	1.4833	108.33	1.211
7/29/1996	1.270486596	0.642260758	1.3724	1.663	5.0205	1.4804	109.2	1.2073
7/30/1996	1.277955272	0.642756138	1.3737	1.6618	5.0205	1.4792	108.08	1.2035
7/31/1996	1.292824822	0.642838776	1.3747	1.6523	4.997	1.4725	106.77	1.1978
8/01/1996	1.29516902	0.642178269	1.3715	1.6534	5.003	1.4735	106.75	1.2008
8/02/1996	1.293661061	0.648592554	1.3755	1.6583	5.021	1.4782	107.05	1.204
8/05/1996	1.293828438	0.64758451	1.3757	1.6645	5.041	1.4832	106.64	1.203
8/06/1996	1.288992008	0.650406504	1.3745	1.6645	5.0525	1.483	106.92	1.2049
8/07/1996	1.286670098	0.648592554	1.3722	1.668	5.0646	1.4852	107.95	1.2095
8/08/1996	1.285016705	0.645286184	1.3723	1.665	5.058	1.4838	108.14	1.2103
8/09/1996	1.284521516	0.645577792	1.3723	1.6599	5.0582	1.4785	108.12	1.205
8/12/1996	1.28600823	0.644953241	1.3715	1.657	5.0585	1.477	107.72	1.201
8/13/1996	1.283367556	0.645202916	1.3748	1.6572	5.0585	1.4763	107.59	1.1993
8/14/1996	1.283697048	0.645869664	1.3745	1.6685	5.082	1.487	107.94	1.208
8/15/1996	1.277628721	0.64499484	1.3775	1.6669	5.08	1.4856	108.01	1.2057
8/16/1996	1.275998469	0.646495992	1.3741	1.675	5.103	1.4938	107.96	1.2112
8/19/1996	1.265822785	0.647500648	1.3735	1.6687	5.0905	1.487	107.87	1.2066
8/20/1996	1.271940982	0.646287081	1.3735	1.67	5.0832	1.4887	108.3	1.2077
8/21/1996	1.266143327	0.645286184	1.374	1.6634	5.074	1.4832	108.34	1.2004
8/22/1996	1.264222503	0.644828476	1.3718	1.6723	5.0845	1.4913	108.23	1.2071
8/23/1996	1.265342275	0.643915003	1.37	1.6668	5.0695	1.4848	108.4	1.2
8/26/1996	1.265022138	0.642962772	1.3709	1.659	5.0542	1.4796	107.7	1.1935
8/27/1996	1.270971022	0.643915003	1.3676	1.6583	5.063	1.479	107.78	1.1937
8/28/1996	1.265022138	0.64131341	1.3665	1.6555	5.0565	1.4764	108.44	1.1928
8/29/1996	1.264222503	0.642549637	1.3666	1.6605	5.0793	1.4815	108.5	1.1985
8/30/1996	1.264222503	0.640532923	1.3685	1.6597	5.0645	1.4801	108.7	1.2009
9/02/1996								
9/03/1996	1.262626263	0.638121371	1.3698	1.6633	5.08	1.4844	109.28	1.208
9/04/1996	1.26246686	0.638162093	1.3699	1.6632	5.083	1.4826	108.85	1.206
9/05/1996	1.259128683	0.638284292	1.3703	1.665	5.0865	1.4847	109.09	1.2072
9/06/1996	1.253918495	0.64073813	1.3737	1.6712	5.098	1.4915	109.37	1.2165
9/09/1996	1.248127808	0.64176614	1.373	1.6755	5.096	1.4943	109.19	1.2185
9/10/1996	1.251407834	0.64230201	1.371	1.6908	5.152	1.5084	109.84	1.2331
9/11/1996	1.249375312	0.643086817	1.3718	1.6901	5.148	1.509	110.25	1.2326
9/12/1996	1.256281407	0.643583473	1.371	1.6972	5.169	1.5147	110.3	1.2395
9/13/1996	1.261511291	0.643335049	1.3703	1.6948	5.1555	1.5123	110.44	1.2413
9/16/1996	1.270648031	0.6424258	1.3705	1.6925	5.141	1.5107	110.15	1.2394
9/17/1996	1.265822785	0.643293664	1.3711	1.6975	5.147	1.5155	110.39	1.245
9/18/1996	1.268069997	0.640943469	1.3716	1.693	5.1425	1.5097	109.21	1.2423
9/19/1996	1.266624446	0.644537544	1.3713	1.6975	5.155	1.5146	109.38	1.244
9/20/1996	1.265342275	0.642880103	1.368	1.698	5.131	1.5147	109.87	1.2395
9/23/1996	1.262945188	0.642343268	1.3665	1.6945	5.12	1.5113	109.86	1.2341
9/24/1996	1.26984127	0.641848524	1.3679	1.6984	5.121	1.5135	109.82	1.2378
9/25/1996	1.26486213	0.639672488	1.367	1.696	5.1188	1.5124	110.38	1.2359
9/26/1996	1.261034048	0.640491898	1.3678	1.708	5.1467	1.5233	110.45	1.2535
9/27/1996	1.264062698	0.639795266	1.3632	1.711	5.1555	1.5248	110.85	1.2565
9/30/1996	1.263902932	0.638855172	1.362	1.7125	5.167	1.527	111.65	1.2555
10/01/1996	1.263423879	0.639386189	1.3624	1.7125	5.1705	1.5263	111.37	1.2545
10/02/1996	1.257861635	0.637551801	1.362	1.7142	5.171	1.5279	111.66	1.2545
10/03/1996	1.265822785	0.63852883	1.3609	1.7171	5.1755	1.5287	111.48	1.2538
10/04/1996	1.266624446	0.64008193	1.3553	1.7178	5.181	1.5302	111.63	1.2566
10/07/1996	1.271132579	0.639590662	1.3538	1.7178	5.1735	1.5311	111.27	1.2562
10/08/1996	1.267427123	0.639754334	1.3549	1.7143	5.1595	1.5272	111.31	1.2508
10/09/1996	1.2667849	0.639304437	1.3548	1.7155	5.1665	1.5286	111.47	1.2537
10/10/1996	1.265822785	0.638936809	1.3516	1.716	5.173	1.5299	111.28	1.252
10/11/1996	1.265022138	0.634719137	1.3526	1.7172	5.1823	1.531	111.66	1.2547
10/14/1996								
10/15/1996	1.264702163	0.631991405	1.3539	1.7289	5.2075	1.5404	112.28	1.268
10/16/1996	1.263583523	0.631512472	1.3555	1.726	5.2025	1.538	112.14	1.2658
10/17/1996	1.262626263	0.630397781	1.3522	1.7322	5.219	1.5435	112.22	1.2695
10/18/1996	1.255965838	0.628812174	1.3493	1.7308	5.21	1.5417	112.54	1.2717
10/21/1996	1.255177608	0.628298567	1.3475	1.7231	5.192	1.5357	112.76	1.264
10/22/1996	1.256755058	0.626841346	1.3448	1.7215	5.187	1.5345	112.86	1.2648
10/23/1996	1.258653241	0.626252505	1.3439	1.708	5.146	1.5227	112.97	1.2546
10/24/1996	1.261511291	0.628219626	1.3457	1.706	5.14	1.5217	112.85	1.2565
10/25/1996	1.262945188	0.622587474	1.3445	1.7061	5.1325	1.5201	113.33	1.26
10/28/1996	1.265182186	0.620270438	1.3448	1.7035	5.129	1.5178	114.12	1.2585
10/29/1996	1.264382349	0.621156594	1.3454	1.692	5.1065	1.509	114.11	1.2545
10/30/1996	1.262945188	0.612519907	1.3417	1.693	5.099	1.5098	113.97	1.253
10/31/1996	1.261034048	0.614326084	1.3409	1.697	5.111	1.5141	113.79	1.2623
11/01/1996	1.26710593	0.611321677	1.3348	1.6985	5.118	1.515	113.28	1.27
11/04/1996	1.270971022	0.60845756	1.3359	1.6979	5.121	1.5144	113.97	1.2718
11/05/1996	1.270648031	0.607902736	1.333	1.7035	5.136	1.5206	114.22	1.2778
11/06/1996	1.26246686	0.609756098	1.331	1.7026	5.129	1.5182	113.98	1.2784
11/07/1996	1.277139208	0.606980273	1.3322	1.696	5.0975	1.5072	111.54	1.267
11/08/1996	1.268230818	0.607164542	1.332	1.6883	5.0915	1.5055	111.63	1.266
11/11/1996								
11/12/1996	1.2667849	0.607164542	1.3352	1.6838	5.0775	1.5011	111.5	1.2635
11/13/1996	1.269680041	0.604229607	1.3337	1.6885	5.0885	1.5053	111.41	1.2684
11/14/1996	1.265022138	0.600492404	1.3343	1.694	5.101	1.5096	111.29	1.2745
11/15/1996	1.265822785	0.600744924	1.3368	1.6923	5.0995	1.5085	111.3	1.2792
11/18/1996	1.263264275	0.598802395	1.3419	1.6839	5.077	1.5007	111.31	1.2673
11/19/1996	1.259445844	0.596658711	1.3426	1.6873	5.0898	1.5043	111.55	1.2705
11/20/1996	1.250781739	0.595947557	1.342	1.678	5.0635	1.4963	111.25	1.2653
11/21/1996	1.233045623	0.592171493	1.3393	1.6813	5.0815	1.4983	111.42	1.2667
