	Yrwk	Orr	Vvd	Cda	D66	Pvda	Glef	trend	wnOrr	wnVvd	wnCda	wnD66	wnPvda	wnGlef
1992-47	9248	5.5	4.642	4.5172	3.7315	3.1973	2.7451	0.0775	26	93	222	137	144	43
1992-48	9249	5.7742	4.6582	4.5026	3.7094	3.1161	2.6154	0.0776	46	83	216	116	165	54
1992-49	9250	5.439	4.7439	4.4753	3.68	3.2901	2.55	0.0777	32	80	211	123	122	42
1992-50	9251	5.3333	4.78	4.5885	3.5631	3.0211	2.5938	0.0778	43	83	178	129	140	40
1992-51	9252	5.1379	4.5315	4.3905	3.6129	3.2405	2.2667	0.0779	27	104	202	112	156	35
1992-52	9253	5.72	4.7727	4.4365	3.6174	3.1	2.5806	0.078	29	112	223	193	181	47
1993-1	9301	5.2778	4.4746	4.3724	3.7	3.1628	2.5588	0.0781	19	61	157	123	94	36
1993-2	9302	5.2308	4.5784	4.4833	3.6993	3.0248	2.5385	0.0782	40	107	205	147	132	39
1993-3	9303	5.7805	4.5	4.5825	3.4892	3.1095	2.5319	0.0783	41	95	214	147	148	50
1993-4	9304	5.5588	4.625	4.4434	3.6323	2.9864	2.5577	0.0784	36	123	233	159	159	52
1993-5	9305	5.6207	4.495	4.434	3.4384	3.1104	2.4419	0.0785	29	103	232	157	166	46
1993-6	9306	5.4545	4.5566	4.4734	3.5329	3.0567	2.5588	0.0786	34	109	215	161	151	37
1993-7	9307	5.7391	4.7377	4.4327	3.5774	3.0764	2.9107	0.0787	50	126	220	177	175	59
1993-8	9308	5.6452	4.6759	4.4848	3.7368	2.8346	2.6	0.0788	34	113	180	137	134	56
1993-9	9309	5.3902	4.8384	4.4615	3.6096	3.1783	2.6	0.0789	44	102	183	151	139	41
1993-10	9310	5.3714	4.8125	4.6316	3.6772	3.1416	2.3556	0.079	38	101	201	136	123	47
1993-11	9311	5.6818	4.602	4.6243	3.6269	2.8359	2.4894	0.0791	24	101	181	140	136	49
1993-12	9312	5.625	4.7053	4.3951	3.6331	3.0381	2.6122	0.0792	41	97	173	145	114	50
1993-13	9313	5.5	4.7312	4.3681	3.6181	3.2288	2.4898	0.0793	47	97	200	149	127	51
1993-14	9314	5.3226	4.6827	4.5556	3.7376	3.0439	2.5789	0.0794	31	106	212	146	123	38
1993-15	9315	5.8	4.6914	4.7107	3.662	3.0571	2.9487	0.0795	33	85	171	150	114	39
1993-16	9316	5.5	4.7816	4.4745	3.7831	3.1613	2.8913	0.0796	47	91	206	172	132	48
1993-17	9317	5.3611	4.6972	4.5422	3.5105	3.1739	2.4107	0.0797	36	111	179	146	126	57
1993-18	9318	5.3636	4.875	4.4811	3.5828	3.1855	2.8182	0.0798	34	113	200	156	136	44
1993-19	9319	5.4375	4.5761	4.5171	3.5556	3.2432	2.7	0.0799	35	96	229	130	117	50
1993-20	9320	5.6757	4.5446	4.5231	3.5321	3.1265	2.4118	0.08	38	117	228	160	180	69
1993-21	9321	5.6552	4.605	4.6512	3.5521	3.194	2.5507	0.0801	29	122	185	170	145	75
1993-22	9322	5.697	4.63	4.6364	3.6646	3.313	2.4848	0.0802	35	104	215	165	129	69
1993-23	9323	5.6552	4.6771	4.6438	3.6029	3.4128	2.5641	0.0803	30	102	156	142	121	39
1993-24	9324	5.4	4.7222	4.4892	3.4902	2.876	2.6207	0.0804	39	114	202	162	143	60
1993-25	9325	5.1212	4.602	4.6354	3.5	2.945	2.7321	0.0805	37	99	200	182	123	56
1993-26	9326	5.7407	4.7863	4.6346	3.5306	3.0661	2.5192	0.0806	27	120	165	152	125	52
1993-27	9327	5.0526	4.7349	4.4966	3.5846	3.0902	2.4615	0.0807	19	88	158	137	132	39
1993-28	9328	5.575	4.6893	4.6121	3.6525	3.1019	2.6512	0.0808	43	110	174	148	112	43
1993-29	9329	4.9048	4.4524	4.4737	3.4522	3.2155	2.5952	0.0809	24	89	183	163	122	43
1993-30	9330	5.3235	4.5856	4.5466	3.5238	3.2121	2.7959	0.081	36	115	169	129	106	49
1993-31	9331	5	4.766	4.6438	3.5217	3.1688	2.2667	0.0811	28	94	154	119	79	30
1993-32	9332	5.68	4.5287	4.4218	3.6042	3	2.4583	0.0812	26	89	161	101	100	48
1993-33	9333	5.4	4.7788	4.6084	3.5469	3.211	2.54	0.0813	26	106	184	136	119	52
1993-34	9334	5.5625	4.7712	4.5094	3.519	3.1639	2.5106	0.0814	33	122	228	160	133	48
1993-35	9335	5.6452	4.7667	4.5291	3.5973	3.0971	2.7442	0.0815	32	96	205	152	112	46
1993-36	9336	5.6053	4.7652	4.5206	3.5263	3.1188	2.6	0.0816	42	121	209	121	104	36
1993-37	9337	5.641	4.713	4.5486	3.6176	3.1628	2.9375	0.0817	44	112	189	140	139	33
1993-38	9338	5.0833	4.5766	4.4407	3.4846	3.112	2.3684	0.0818	26	116	191	134	132	38
1993-39	9339	5.64	4.701	4.5185	3.6532	3.1508	2.4848	0.0819	26	98	201	126	131	35
1993-40	9340	5.0952	4.7262	4.471	3.5772	3.1296	2.4615	0.082	22	88	169	126	115	39
1993-41	9341	5.1304	4.6543	4.5865	3.6442	2.98	2.4375	0.0821	25	84	143	109	107	33
1993-42	9342	5.3793	4.7396	4.6	3.6296	3.0826	2.8947	0.0822	31	103	172	115	120	39
1993-43	9343	5.4839	4.5833	4.5928	3.6991	3.0192	2.6842	0.0823	31	86	179	115	111	40
1993-44	9344	5.4444	4.6893	4.5882	3.6475	3.0645	2.76	0.0824	37	105	150	130	104	51
1993-45	9345	5.32	4.6667	4.5986	3.74	3.0098	2.3056	0.0825	28	89	161	104	117	37
1993-46	9346	5.5185	4.6806	4.539	3.6417	3.1224	2.66	0.0826	27	74	152	123	105	50
1993-47	9347	5.2424	4.7755	4.3846	3.5917	3.1371	2.5	0.0827	34	101	173	126	131	39
1993-48	9348	5.4242	4.6444	4.5276	3.5478	3.1284	2.6444	0.0828	35	95	171	117	117	46
1993-49	9349	5.25	4.7582	4.6369	3.5439	3.0574	2.5111	0.0829	33	96	188	118	132	46
1993-50	9350	5.4706	4.9195	4.5202	3.5887	3.0086	2.3958	0.083	35	91	180	131	123	49
1993-51	9351	5.1563	4.6525	4.6302	3.5924	3.1783	2.5	0.0831	33	124	204	160	168	46
1993-52	9352	5.65	4.5195	4.5	3.6122	3.019	2.8966	0.0832	21	82	126	106	112	30
1994-1	9401	5.1481	4.9367	4.3556	3.4396	3.068	2.4	0.0833	29	83	142	95	110	43
1994-2	9402	5.0882	4.6778	4.3728	3.5191	3.0787	2.45	0.0834	38	92	177	132	135	41
1994-3	9403	5.1579	4.5847	4.538	3.5076	3.2481	2.4884	0.0835	41	122	170	137	141	45
1994-4	9404	5.6286	4.6556	4.474	3.6195	2.9338	2.6136	0.0836	36	91	167	118	158	45
1994-5	9405	5.25	4.6466	4.5514	3.6687	3.0759	2.6852	0.0837	37	117	195	171	164	56
1994-6	9406	5.1875	4.7456	4.2638	3.5641	2.9514	2.4237	0.0838	34	118	173	162	152	61
1994-7	9407	5.2143	4.625	4.4503	3.6721	2.8915	2.48	0.0839	30	108	156	127	143	52
1994-8	9408	5.3333	4.578	4.4044	3.688	2.9857	2.4865	0.084	32	110	149	130	148	38
1994-9	9409	5.8529	4.6754	4.2794	3.6803	3.0432	2.6316	0.0841	36	116	148	125	168	59
1994-10	9410	5.3056	4.6434	4.3671	3.681	3.0881	2.5556	0.0842	38	143	171	168	167	66
1994-11	9411	5.1316	4.4754	4.4058	3.6423	2.9735	2.6897	0.0843	41	128	141	141	153	59
1994-12	9412	5.0303	4.4962	4.3534	3.7794	2.9925	2.5	0.0844	35	141	141	139	138	68
1994-13	9413	5.1176	4.6356	4.5597	3.6	3.1875	2.5556	0.0845	55	126	149	143	146	56
1994-14	9414	5.4324	4.4483	4.4059	3.5822	2.9057	2.6047	0.0846	40	90	110	147	109	47
1994-15	9415	5.1129	4.5021	4.3728	3.6735	3.123	2.6104	0.0847	69	245	247	254	329	83
1994-16	9416	5.4	4.6376	4.4126	3.6306	3.0507	2.5529	0.0848	88	226	281	272	351	89
1994-17	9417	5.0789	4.7313	4.436	3.6448	3.0353	2.4824	0.0849	78	238	302	273	367	87
1994-18	9418	5.2973	4.7807	4.4356	3.675	3.0244	2.6053	0.085	38	119	170	123	171	38
1994-19	9419	5.2941	4.4615	4.461	3.6605	2.9348	2.5897	0.0851	37	113	154	167	192	40
1994-20	9420	4.825	4.6993	4.5755	3.6301	2.9885	2.3333	0.0852	41	146	147	154	183	38
1994-21	9421	5.119	4.5706	4.4255	3.4671	3.0994	2.2963	0.0853	44	166	148	157	180	27
1994-22	9422	5	4.6343	4.4458	3.61	3.0268	2.5068	0.0854	80	280	257	315	400	76
1994-23	9423	5.525	4.5	4.3846	3.7171	3.0165	2.6452	0.0855	42	128	160	160	199	34
1994-24	9424	4.8824	4.5775	4.4828	3.5866	3.0057	2.5135	0.0856	37	148	185	192	193	37
1994-25	9425	5	4.609	4.4899	3.6596	3.1005	2.4118	0.0857	38	165	160	145	208	34
1994-26	9426	4.9714	4.622	4.5033	3.5298	3.0924	2.359	0.0858	36	170	159	159	196	39
1994-27	9427	5.025	4.5784	4.3986	3.5327	3.0571	2.8	0.0859	43	104	149	110	150	26
1994-28	9428	5.3571	4.6224	4.5217	3.5161	3.0765	2.1739	0.086	32	102	150	130	211	24
1994-29	9429	4.9583	4.6901	4.6489	3.6074	2.9899	2.7273	0.0861	54	146	206	169	207	22
1994-30	9430	5.037	4.8209	4.4286	3.7578	2.9543	2.5714	0.0862	27	136	160	134	209	37
1994-31	9431	5.25	4.6667	4.5508	3.5455	3.0634	2.4444	0.0863	38	129	123	113	149	27
1994-32	9432	5.0833	4.6176	4.472	3.5705	3.1053	2.1875	0.0864	26	139	166	160	199	32
1994-33	9433	5.5714	4.6596	4.5432	3.5949	3	2.766	0.0865	37	152	177	164	225	47
1994-34	9434	5.0313	4.7468	4.5273	3.7256	2.9657	2.3158	0.0866	34	159	176	169	216	40
1994-35	9435	5.4615	4.5597	4.5247	3.5887	3.0324	2.3871	0.0867	54	139	175	145	226	32
1994-36	9436	5.4423	4.6382	4.2667	3.5789	3.1202	2.5294	0.0868	52	159	203	159	216	34
1994-37	9437	5.4103	4.6102	4.5235	3.544	2.9942	2.5517	0.0869	41	120	159	127	181	29
1994-38	9438	5.5294	4.6349	4.5689	3.6928	2.9802	2.6304	0.087	35	131	177	173	221	50
1994-39	9439	5.2162	4.6579	4.5368	3.6131	3.1512	2.375	0.0871	41	117	145	139	187	25
1994-40	9440	5.2571	4.5455	4.5032	3.7226	3.156	2.6667	0.0872	38	103	162	144	154	30
1994-41	9441	5.6667	4.5	4.2688	3.5797	3.125	2.5909	0.0873	30	113	169	143	173	47
1994-42	9442	5.4074	4.5354	4.3833	3.5048	3.1258	2.4615	0.0874	27	101	124	109	159	26
1994-43	9443	5.1667	4.7227	4.3869	3.6	3.1224	2.6857	0.0875	28	124	150	119	154	36
1994-44	9444	5.4688	4.5593	4.3846	3.5417	3.1283	2.5429	0.0876	32	122	162	128	195	36
1994-45	9445	5.1429	4.6	4.2764	3.6277	3.0802	2.5625	0.0877	29	125	136	142	170	35
1994-46	9446	5.3857	4.6337	4.3728	3.5179	3.017	2.6	0.0878	77	250	294	257	316	83
1994-47	9447	5.2687	4.5773	4.4126	3.7046	3.1231	2.3393	0.0879	72	202	302	245	295	58
1994-48	9448	5.2778	4.5815	4.5238	3.5023	3.1333	2.5814	0.088	81	236	288	228	329	88
1994-49	9449	5.1842	4.5307	4.3839	3.5549	2.9585	2.4557	0.0881	48	186	231	185	239	83
1994-50	9450	5.2456	4.6638	4.3598	3.6134	3.0192	2.3056	0.0882	57	239	251	210	278	72
1994-51	9451	5.4194	4.7184	4.3717	3.581	3.0902	2.2059	0.0883	34	107	119	111	144	35
1994-52	9452	5.1818	4.4861	4.4524	3.5857	3.2889	2.3333	0.0884	12	74	86	71	96	12
1995-1	9501	5.5758	4.4762	4.3115	3.5273	3.0504	2.7209	0.0885	33	107	129	116	143	44
1995-2	9502	5.6563	4.543	4.2465	3.4954	3.0881	2.7838	0.0886	36	157	154	112	167	39
1995-3	9503	5.2373	4.679	4.4448	3.6477	3.2422	2.6344	0.0887	65	280	338	274	353	94
1995-4	9504	5.1692	4.6067	4.299	3.6402	3.1304	2.6494	0.0888	67	275	322	275	340	79
1995-5	9505	4.9655	4.7063	4.3526	3.6077	3.1271	2.3143	0.0889	29	145	166	135	203	35
1995-6	9506	5.2778	4.6992	4.3018	3.6467	3.2431	2.4872	0.089	38	138	172	155	189	39
1995-7	9507	5.4048	4.7338	4.2804	3.7172	3.191	2.4884	0.0891	45	142	198	151	186	47
1995-8	9508	5.1644	4.5316	4.351	3.5972	3.1605	2.5802	0.0892	77	271	329	286	409	89
1995-9	9509	5.2381	4.6213	4.2625	3.6267	3.0727	2.7051	0.0893	86	282	318	226	353	79
1995-10	9510	5.2667	4.5414	4.4028	3.5313	3.0506	2.537	0.0894	31	163	153	100	165	56
1995-11	9511	5.0316	4.5802	4.3627	3.7151	2.9709	2.5673	0.0895	101	444	294	194	331	105
1995-12	9512	5.641	4.5	4.4895	3.5165	3.0791	2.5682	0.0896	41	225	148	93	193	45
1995-13	9513	5.3429	4.6413	4.2593	3.7103	3.1282	2.814	0.0897	38	194	150	109	168	44
1995-14	9514	5.5952	4.6686	4.2977	3.5688	3.0357	2.4894	0.0898	44	182	140	111	179	48
1995-15	9515	5.15	4.6458	4.224	3.596	2.9937	2.4464	0.0899	43	200	135	104	168	57
1995-16	9516	5.4722	4.4052	4.2733	3.5946	3.0625	2.7091	0.09	37	241	166	115	180	56
1995-17	9517	4.9412	4.5837	4.2609	3.7677	3.1133	2.5526	0.0901	36	217	144	104	160	40
1995-18	9518	5.3125	4.637	4.5045	3.6923	3.15	2.6579	0.0902	32	152	119	94	169	39
1995-19	9519	5.3333	4.537	4.2571	3.5755	3.1377	2.717	0.0903	22	173	148	107	174	55
1995-20	9520	5.2571	4.6108	4.4336	3.6129	3.0584	3.0732	0.0904	40	174	119	129	144	42
1995-21	9521	5.5882	4.4545	4.2821	3.6667	3.2109	2.6061	0.0905	35	138	118	90	136	33
1995-22	9522	5.5161	4.6316	4.4605	3.6033	3.1111	2.5854	0.0906	34	177	154	123	180	41
1995-23	9523	5.2353	4.4865	4.2881	3.7449	3.0515	2.7674	0.0907	36	152	127	101	149	44
1995-24	9524	5.0303	4.6467	4.4355	3.648	2.9677	2.6905	0.0908	33	187	136	128	165	44
1995-25	9525	5.5588	4.4941	4.3985	3.5351	3.2795	2.6909	0.0909	35	181	141	123	177	55
1995-26	9526	5.2647	4.66	4.3388	3.6609	3.1141	2.5385	0.091	35	156	126	117	158	54
1995-27	9527	4.963	4.6597	4.2419	3.5326	3.195	2.7333	0.0911	30	149	131	94	171	45
1995-28	9528	5.0882	4.6011	4.4419	3.6286	3.2267	2.6333	0.0912	36	186	139	109	183	60
1995-29	9529	5.2667	4.7129	4.4444	3.5802	3.3333	2.5246	0.0913	30	213	146	132	202	62
1995-30	9530	4.9231	4.6545	4.5139	3.5492	3.2196	2.4	0.0914	29	194	152	125	227	55
1995-31	9531	5.3636	4.6831	4.5317	3.5361	3.0353	2.6786	0.0915	22	149	130	99	182	29
1995-32	9532	5.25	4.5783	4.4846	3.8296	3.1189	2.6667	0.0916	48	172	137	140	189	46
1995-33	9533	5.0909	4.5814	4.491	3.6783	3.1244	2.8	0.0917	44	221	183	144	222	66
1995-34	9534	5.093	4.5964	4.3802	3.7054	3.2315	2.6545	0.0918	44	231	198	135	221	57
1995-35	9535	5.5758	4.5258	4.3812	3.7734	3.0753	2.6406	0.0919	37	205	191	133	199	65
1995-36	9536	5.5667	4.6061	4.3684	3.582	3.1257	2.7941	0.092	31	175	143	123	200	38
1995-37	9537	5.3846	4.5899	4.3511	3.6538	3.2326	2.7674	0.0921	46	143	135	136	182	44
1995-38	9538	5.3529	4.5291	4.6047	3.6091	3.242	2.8043	0.0922	41	194	138	115	170	46
1995-39	9539	5.3673	4.5114	4.442	3.681	3.2446	2.8302	0.0923	50	182	151	119	193	54
1995-40	9540	5.725	4.3176	4.4074	3.7545	3.0722	2.7436	0.0924	42	154	144	113	187	39
1995-41	9541	5.5625	4.5369	4.439	3.5579	3.2604	2.7027	0.0925	36	159	132	98	180	37
1995-42	9542	5.4324	4.5705	4.4876	3.6374	3.2535	2.6571	0.0926	39	156	129	97	148	36
1995-43	9543	5.303	4.6	4.392	3.7182	3.1299	2.439	0.0927	36	174	135	111	190	42
1995-44	9544	5.4333	4.4795	4.3712	3.617	3.1419	2.7949	0.0928	32	178	143	97	159	40
1995-45	9545	5.4667	4.559	4.3984	3.6092	3.2611	2.5455	0.0929	32	162	135	89	190	45
1995-46	9546	5.0294	4.7313	4.3389	3.4762	3.1909	2.7952	0.093	73	334	259	240	372	83
1995-47	9547	5.3171	4.5628	4.5523	3.7459	3.2727	2.8163	0.0931	44	211	183	129	229	52
1995-48	9548	5.48	4.6632	4.4358	3.6565	3.1902	2.6542	0.0932	80	296	278	235	325	108
1995-49	9549	5.2667	4.6142	4.4755	3.6571	3.3224	2.7143	0.0933	33	132	157	106	161	42
1995-50	9550	5.1429	4.5514	4.5523	3.7031	3.1226	2.5536	0.0934	36	222	186	134	229	56
1995-51	9551	5	4.6732	4.627	3.6893	3.129	2.6327	0.0935	39	155	129	108	168	51
1995-52	9552	5.1818	4.6885	4.5417	3.5952	3.1571	2.7222	0.0936	11	61	50	42	71	18
1996-1	9601	5.35	4.6569	4.4667	3.7679	3.2231	2.8333	0.0937	20	108	97	57	134	42
1996-2	9602	5.0811	4.7657	4.5099	3.5221	3.1762	2.7885	0.0938	38	180	159	115	205	54
1996-3	9603	5.1951	4.578	4.5	3.6875	3.0879	2.8182	0.0939	44	181	172	117	199	56
1996-4	9604	5.25	4.5663	4.2922	3.6455	3.2428	2.5455	0.094	37	169	165	114	190	47
1996-5	9605	5.0444	4.4898	4.5035	3.6733	3.1398	2.9216	0.0941	51	150	151	104	194	53
1996-6	9606	5.4231	4.5633	4.424	3.6364	3.2067	2.6557	0.0942	56	165	138	115	164	61
1996-7	9607	5.3158	4.6575	4.3696	3.5887	3.1905	2.4655	0.0943	40	149	140	128	160	58
1996-8	9608	5.12	4.7241	4.4154	3.6829	3.2143	3.025	0.0944	26	150	138	87	162	41
1996-9	9609	5.3243	4.5223	4.2284	3.6129	3.1844	2.8472	0.0945	39	162	168	124	190	73
1996-10	9610	5.1579	4.6667	4.3907	3.7807	3.1104	2.5741	0.0946	42	148	157	117	168	54
1996-11	9611	5.22	4.5115	4.298	3.5505	3.2674	2.8571	0.0947	54	178	160	111	199	85
1996-12	9612	5.0811	4.4036	4.3836	3.5917	3.119	2.5412	0.0948	37	174	166	124	176	87
1996-13	9613	5.2692	4.5789	4.3007	3.6458	3.191	2.8406	0.0949	26	177	153	102	184	72
1996-14	9614	5.1282	4.6715	4.3724	3.5952	3.2222	2.5417	0.095	42	143	154	131	170	49
1996-15	9615	5.2188	4.3357	4.3307	3.5636	3.2067	2.6438	0.0951	35	145	137	111	189	74
1996-16	9616	4.8857	4.6791	4.1857	3.614	3.1667	2.8209	0.0952	35	139	143	115	162	70
1996-17	9617	5.4857	4.6763	4.2252	3.5745	3.1961	2.697	0.0953	36	143	155	96	160	69
1996-18	9618	5.087	4.6697	4.2252	3.7215	3.1716	2.6047	0.0954	24	114	122	81	138	43
1996-19	9619	5.2414	4.5369	4.2583	3.6395	2.9932	2.8276	0.0955	36	155	126	89	156	58
1996-20	9620	5.3103	4.664	4.3866	3.5	2.9846	2.6034	0.0956	30	127	122	97	137	58
1996-21	9621	4.9714	4.6569	4.3929	3.5789	3.072	2.4464	0.0957	36	139	120	99	133	57
1996-22	9622	5.2963	4.5481	4.2308	3.5224	3.1417	2.7442	0.0958	28	108	121	67	129	43
1996-23	9623	5.2432	4.5769	4.3636	3.44	3.1377	2.5122	0.0959	37	136	139	77	146	45
1996-24	9624	5.375	4.5593	4.4554	3.6923	3.0496	2.8	0.096	34	121	110	81	127	51
1996-25	9625	5.2973	4.3394	4.301	3.5432	2.9167	2.8036	0.0961	38	112	113	84	165	58
1996-26	9626	5.4762	4.7568	4.4863	3.5327	3.1257	2.6667	0.0962	42	151	153	110	179	63
1996-27	9627	5.4643	4.6769	4.3465	3.5667	3.2069	2.5625	0.0963	30	134	131	92	152	51
1996-28	9628	5.1667	4.7353	4.4251	3.3462	3.2833	2.6349	0.0964	50	176	171	109	193	63
1996-29	9629	5.32	4.5114	4.4505	3.5614	3.1585	2.7647	0.0965	26	92	94	60	91	38
1996-30	9630	5.9231	4.7286	4.3295	3.6981	3.1047	2.6765	0.0966	15	72	91	55	93	34
1996-31	9631	5.4	4.6533	4.4857	3.5918	3.0471	2.6563	0.0967	17	82	71	51	92	32
1996-32	9632	5.3684	4.6923	4.5488	3.7619	3.2432	2.5957	0.0968	21	97	87	43	116	50
1996-33	9633	5	4.5833	4.4545	3.5156	3.2095	2.9355	0.0969	18	87	93	65	109	32
1996-34	9634	5	4.5385	4.2593	3.6105	3.1438	2.6531	0.097	31	135	142	96	162	52
1996-35	9635	5.3429	4.6192	4.2874	3.6497	3.2573	2.4828	0.0971	74	290	275	199	334	88
1996-36	9636	5.2973	4.4599	4.4034	3.69	3.1645	2.7273	0.0972	37	140	125	102	165	46
1996-37	9637	5.4444	4.3839	4.3846	3.6351	3.32	2.8	0.0973	28	122	136	79	186	45
1996-38	9638	5.5313	4.5833	4.4575	3.6058	3.1027	2.6364	0.0974	34	160	163	110	201	57
1996-39	9639	5.2857	4.6455	4.5	3.5	3.089	2.7429	0.0975	23	113	120	61	159	38
1996-40	9640	5.1351	4.5403	4.4727	3.5921	3.2331	2.8431	0.0976	40	126	115	80	152	52
1996-41	9641	5.2045	4.578	4.6111	3.5758	3.0826	2.6207	0.0977	47	177	174	103	233	58
1996-42	9642	5.2647	4.5211	4.3907	3.6893	3.1143	2.7966	0.0978	35	152	162	108	187	60
1996-43	9643	5.6	4.6726	4.6087	3.4247	3.2209	2.825	0.0979	26	120	119	78	173	41
1996-44	9644	5.375	4.7266	4.3881	3.4419	3.1971	2.6429	0.098	25	150	145	90	145	43
1996-45	9645	5.2273	4.6803	4.5727	3.6486	3.2041	3.0444	0.0981	22	127	118	79	156	45
1996-46	9646	5.619	4.4655	4.5172	3.6604	3.0576	2.8235	0.0982	23	118	126	54	145	52
1996-47	9647	5.1	4.5446	4.4068	3.4068	3.209	2.7879	0.0983	21	107	123	60	140	33
1996-48	9648	5	4.3661	4.4088	3.5278	3.1957	2.8246	0.0984	27	117	143	76	145	58
1996-49	9649	5	4.4196	4.5083	3.6622	3.1626	2.6296	0.0985	26	117	128	76	132	54
1996-50	9650	5.1154	4.4836	4.3652	3.6833	3.3537	2.7419	0.0986	29	126	126	61	161	64
1996-51	9651	5.3462	4.4754	4.3071	3.6375	3.2013	2.9833	0.0987	29	127	149	80	166	61
1996-52	9652	4.375	4.8511	4.4545	3.6216	3.1077	2.3333	0.0988	16	47	61	39	69	22
